id,propositions,nl_sentence,dataset_tl
5200,"['grab_pear', 'pick_up_pear']",at any time grab pear and pick up pear,F(grab_pear)&pick_up_pear
2528,"['journey_to_tree', 'move_to_house']",at some time journey to tree and move to house,F(journey_to_tree)&move_to_house
1271,"['procure_pear', 'let_go_orange']",when possible procure pear or never let go orange,F(procure_pear)|G(~(let_go_orange))
2596,"['scoop_up_apple', 'journey_by_house']",at some time scoop up apple and at some time journey by house,F(scoop_up_apple)&F(journey_by_house)
1568,"['present_at_flag', 'present_at_flag']",at any time present at flag or at any time present at flag,F(present_at_flag)|F(present_at_flag)
3160,"['put_in_apple_bucket', 'get_hold_of_pear']",put in apple bucket or get hold of pear,put_in_apple_bucket|get_hold_of_pear
5846,"['take_possession_of_bear', 'show_yourself_near_house']",when possible take possession of bear or at any time show yourself near house,F(take_possession_of_bear)|F(show_yourself_near_house)
2396,"['travel_by_tree', 'acquire_pear']",when possible travel by tree or at some time acquire pear,F(travel_by_tree)|F(acquire_pear)
1235,"['set_out_to_house', 'have_apple']",when possible set out to house or forever have apple,F(set_out_to_house)|G(have_apple)
1469,"['get_near_flag', 'drop_pear']",when possible get near flag or drop pear,F(get_near_flag)|drop_pear
2031,"['move_to_trashcan', 'make_to_flag']",move to trashcan or when possible make to flag,move_to_trashcan|F(make_to_flag)
1578,"['present_at_flag', 'present_at_flag']",at any time present at flag until when possible present at flag,F(present_at_flag)UF(present_at_flag)
1878,"['go_by_waste_bin', 'withhold_apple']",go by waste bin or whenever withhold apple,go_by_waste_bin|F(withhold_apple)
4445,"['take_apple', 'grasp_apple']",take apple until when possible grasp apple,take_appleUF(grasp_apple)
1804,"['get_hold_of_pear', 'hold_orange']",get hold of pear until hold orange,get_hold_of_pearUhold_orange
1977,"['get_to_tree', 'venture_flag']",get to tree or at any time venture flag,get_to_tree|F(venture_flag)
3790,"['travel_to_trash_can', 'visit_tree']",at any time travel to trash can or visit tree,F(travel_to_trash_can)|visit_tree
1309,"['collect_pear', 'take_apple']","if collect pear , take apple",collect_pear->take_apple
5164,"['move_around', 'going_to_tree']",forever move around and going to tree,G(move_around)&going_to_tree
1234,"['go_by_trash_can', 'visit_waste_basket']",always go by trash can or at some time visit waste basket,G(go_by_trash_can)|F(visit_waste_basket)
5785,"['go_by_house', 'grab_orange']",at some time go by house or at any time grab orange,F(go_by_house)|F(grab_orange)
1197,"['start_going_to_house', 'make_way_waste_basket']",when possible start going to house until when possible make way waste basket,F(start_going_to_house)UF(make_way_waste_basket)
1138,"['getting_pear', 'pick_up_fruit']",at any time getting pear and pick up fruit,F(getting_pear)&pick_up_fruit
4108,"['visit_house', 'venture_house']",whenever visit house and whenever venture house,F(visit_house)&F(venture_house)
2100,"['got_to_house', 'grab_tree']",at some time got to house and repeatedly grab tree,F(got_to_house)&G(F(grab_tree))
1702,"['go_to_flag', 'secure_pear']",at some time go to flag and when possible secure pear,F(go_to_flag)&F(secure_pear)
5815,"['be_near_tree', 'get_hold_orange']",when possible be near tree or whenever get hold orange,F(be_near_tree)|F(get_hold_orange)
5092,"['put_in_bin', 'scoop_up_pear']",put in bin until whenever scoop up pear,put_in_binUF(scoop_up_pear)
1946,"['present_at_flag', 'reach_flag']",whenever present at flag or at any time reach flag,F(present_at_flag)|F(reach_flag)
2499,"['visit_flag', 'go_to_flag']",when possible visit flag and at some time go to flag,F(visit_flag)&F(go_to_flag)
1362,"['hold_on_pear', 'snag_orange']",always hold on pear and whenever snag orange,G(hold_on_pear)&F(snag_orange)
2412,"['approach_trash_can', 'got_to_house']",approach trash can or whenever got to house,approach_trash_can|F(got_to_house)
3841,"['withold_apple', 'capture_pear']",whenever withold apple and when possible capture pear,F(withold_apple)&F(capture_pear)
5439,"['venture_to_flag', 'visit_tree']",when possible venture to flag and visit tree,F(venture_to_flag)&visit_tree
1932,"['venture_to_house', 'present_at_flag']",whenever venture to house or when possible present at flag,F(venture_to_house)|F(present_at_flag)
2956,"['take_apple', 'have_apple']",take apple and always have apple,take_apple&G(have_apple)
5577,"['take_possession_of_bear', 'move_to_flag']",whenever take possession of bear or at some time move to flag,F(take_possession_of_bear)|F(move_to_flag)
1326,"['venture_flag', 'track_towards_tree']",at any time venture flag and when possible track towards tree,F(venture_flag)&F(track_towards_tree)
3622,"['capture_pear', 'pick_up_pear']",at any time capture pear or pick up pear,F(capture_pear)|pick_up_pear
5490,"['take_orange', 'start_going_to_tree']",take orange or when possible start going to tree,take_orange|F(start_going_to_tree)
3077,"['go_to_orange', 'go_to_trash_bin']",go to orange or at any time go to trash bin,go_to_orange|F(go_to_trash_bin)
4906,"['drop_by', 'pick_up_pear']",drop by can infer that pick up pear,drop_by->pick_up_pear
1996,"['approach_trash_can', 'go_near_house']",approach trash can and when possible go near house,approach_trash_can&F(go_near_house)
1360,"['go_by_waste_basket', 'present_at_flag']",at some time go by waste basket or at some time present at flag,F(go_by_waste_basket)|F(present_at_flag)
4739,"['pass_by_waste_receptacle', 'move_forward_trash_can']",at any time pass by waste receptacle and at any time move forward trash can,F(pass_by_waste_receptacle)&F(move_forward_trash_can)
2735,"['get_to_cup', 'acquire_apple']",whenever get to cup until acquire apple,F(get_to_cup)Uacquire_apple
5289,"['capture_pear', 'take_pear']",whenever capture pear means that take pear,F(capture_pear)->take_pear
1699,"['venture_to_flag', 'reach_tree']",at some time venture to flag or at some time reach tree,F(venture_to_flag)|F(reach_tree)
2293,"['go_past_house', 'reach_trash_can']",at any time go past house or reach trash can,F(go_past_house)|reach_trash_can
4185,"['get_hold_orange', 'hold_onto_orange']",at some time get hold orange or always hold onto orange,F(get_hold_orange)|G(hold_onto_orange)
1107,"['go_to_transh_can', 'drop_pear']",at some time go to transh can and drop pear,F(go_to_transh_can)&drop_pear
3902,"['gather_apple', 'seize_orange']",gather apple or at some time seize orange,gather_apple|F(seize_orange)
2456,"['visit_flag', 'hold_on_to_pear']",whenever visit flag and hold on to pear,F(visit_flag)&hold_on_to_pear
5661,"['visit_waste_basket', 'set_out_to_house']",at some time visit waste basket or whenever set out to house,F(visit_waste_basket)|F(set_out_to_house)
1816,"['withhold_apple', 'withhold_apple']",whenever withhold apple or at some time withhold apple,F(withhold_apple)|F(withhold_apple)
2024,"['moving', 'advance_to_tree']",forever moving or advance to tree,G(moving)|advance_to_tree
5982,"['go_to_orange', 'seize_pear']",go to orange and when possible seize pear,go_to_orange&F(seize_pear)
2301,"['grasp_orange', 'move_past_trash_can']","if grasp orange , whenever move past trash can",grasp_orange->F(move_past_trash_can)
1415,"['have_in_orange', 'go_near_house']",always have in orange and whenever go near house,G(have_in_orange)&F(go_near_house)
1898,"['withdraw_pear', 'drop_orange']",whenever withdraw pear or never drop orange,F(withdraw_pear)|G(~(drop_orange))
5383,"['procure_orange', 'obtain_pear']",at some time procure orange or whenever obtain pear,F(procure_orange)|F(obtain_pear)
3411,"['capture_orange', 'obtain_orange']",capture orange or at any time obtain orange,capture_orange|F(obtain_orange)
3985,"['drop_pear', 'grasp_pear']",never drop pear or whenever grasp pear,G(~(drop_pear))|F(grasp_pear)
1812,"['drop_apple', 'present_at_flag']",never drop apple or at some time present at flag,G(~(drop_apple))|F(present_at_flag)
4850,"['go_to_pear', 'steal_apple']",repeatedly go to pear or at any time steal apple,G(F(go_to_pear))|F(steal_apple)
1222,"['pick_up_apple', 'drop_apple']",whenever pick up apple and never drop apple,F(pick_up_apple)&G(~(drop_apple))
2005,"['stay', 'stop_by_house']",forever stay and at any time stop by house,G(stay)&F(stop_by_house)
1853,"['go_to_bucket', 'touch_tree']",go to bucket or whenever touch tree,go_to_bucket|F(touch_tree)
3743,"['hold_on_to_pear', 'journey_by_house']",hold on to pear or whenever journey by house,hold_on_to_pear|F(journey_by_house)
2981,"['gather_pear', 'touch_flag']",whenever gather pear can infer that always touch flag,F(gather_pear)->G(touch_flag)
5927,"['contact_flag', 'visit_flag']",at some time contact flag or whenever visit flag,F(contact_flag)|F(visit_flag)
1360,"['reach_house', 'start_going_to_house']",reach house and at some time start going to house,reach_house&F(start_going_to_house)
1846,"['grab_tree', 'snatch_up_pear']",repeatedly grab tree and snatch up pear,G(F(grab_tree))&snatch_up_pear
5243,"['drop_orange', 'hold_pear']",drop orange and hold pear,drop_orange&hold_pear
2952,"['get_pear', 'hold_onto_orange']",when possible get pear or always hold onto orange,F(get_pear)|G(hold_onto_orange)
3183,"['make_contact_flag', 'start_going_to_tree']",at any time make contact flag or whenever start going to tree,F(make_contact_flag)|F(start_going_to_tree)
2507,"['walk_near_flag', 'go_visit_house']",at some time walk near flag or when possible go visit house,F(walk_near_flag)|F(go_visit_house)
1287,"['go_to_transh_can', 'got_to_house']",at any time go to transh can or at some time got to house,F(go_to_transh_can)|F(got_to_house)
4056,"['reach_tree', 'stand_by_tree']",at any time reach tree or at any time stand by tree,F(reach_tree)|F(stand_by_tree)
1407,"['move_past_trash_can', 'gather_apple']",whenever move past trash can or gather apple,F(move_past_trash_can)|gather_apple
4039,"['journey_to_flag', 'go_near_flag']",when possible journey to flag or at any time go near flag,F(journey_to_flag)|F(go_near_flag)
4786,"['proceed_to_flag', 'move_forward_trash_can']",at some time proceed to flag or at any time move forward trash can,F(proceed_to_flag)|F(move_forward_trash_can)
1347,"['obtain_orange', 'go_to_peach']",at some time obtain orange or at some time go to peach,F(obtain_orange)|F(go_to_peach)
2020,"['go_near_house', 'advance_to_tree']",at any time go near house and advance to tree,F(go_near_house)&advance_to_tree
3627,"['get_hold_orange', 'procure_apple']",when possible get hold orange until procure apple,F(get_hold_orange)Uprocure_apple
2471,"['snatch_up_pear', 'take_to_trashcan']",snatch up pear or take to trashcan,snatch_up_pear|take_to_trashcan
5653,"['going_to_house', 'venture_to_flag']",whenever going to house or at any time venture to flag,F(going_to_house)|F(venture_to_flag)
3616,"['going_to_house', 'secure_pear']",at any time going to house or at any time secure pear,F(going_to_house)|F(secure_pear)
1474,"['moving', 'drop_orange']",always moving or never drop orange,G(moving)|G(~(drop_orange))
1535,"['take_to_trashcan', 'hold_on_pear']",take to trashcan or always hold on pear,take_to_trashcan|G(hold_on_pear)
4615,"['haul_pear', 'going_to_house']",at some time haul pear or at any time going to house,F(haul_pear)|F(going_to_house)
3438,"['move_around', 'get_pear']",forever move around or at any time get pear,G(move_around)|F(get_pear)
4930,"['grab_pear', 'pick_up_peach']",at some time grab pear and whenever pick up peach,F(grab_pear)&F(pick_up_peach)
4608,"['go_to_waste_basket', 'drop_apple']",repeatedly go to waste basket until never drop apple,G(F(go_to_waste_basket))UG(~(drop_apple))
1632,"['take_to_trash_can', 'have_apple']",take to trash can and forever have apple,take_to_trash_can&G(have_apple)
5639,"['move_around', 'show_yourself_near_house']",always move around or at any time show yourself near house,G(move_around)|F(show_yourself_near_house)
1127,"['advance_to_tree', 'lay_hold_of_apple']",advance to tree and whenever lay hold of apple,advance_to_tree&F(lay_hold_of_apple)
1401,"['make_to_flag', 'come_to_tree']",at some time make to flag or come to tree,F(make_to_flag)|come_to_tree
1541,"['move_to_flag', 'go_to_home']",at any time move to flag or at some time go to home,F(move_to_flag)|F(go_to_home)
4355,"['go_by_tree', 'take_possession_of_bear']",whenever go by tree or whenever take possession of bear,F(go_by_tree)|F(take_possession_of_bear)
3862,"['travel_to_flag', 'go_to_trash_can']",whenever travel to flag or whenever go to trash can,F(travel_to_flag)|F(go_to_trash_can)
3272,"['go_by_tree', 'pick_up_apple']","if at some time go by tree , whenever pick up apple",F(go_by_tree)->F(pick_up_apple)
5283,"['move', 'move_to_house']",forever move and move to house,G(move)&move_to_house
1643,"['grab_flag', 'migrate_to_tree']",at any time grab flag or at any time migrate to tree,F(grab_flag)|F(migrate_to_tree)
3518,"['get_hold_apple', 'withold_apple']",at some time get hold apple or whenever withold apple,F(get_hold_apple)|F(withold_apple)
4603,"['touch_house', 'go_near_flag']",when possible touch house or whenever go near flag,F(touch_house)|F(go_near_flag)
1579,"['migrate_to_tree', 'advance_to_tree']",at any time migrate to tree or advance to tree,F(migrate_to_tree)|advance_to_tree
5800,"['shift_to_flag', 'pick_up_apple']",at some time shift to flag or whenever pick up apple,F(shift_to_flag)|F(pick_up_apple)
1980,"['hold_on_to_pear', 'get_hold_of_pear']",hold on to pear or get hold of pear,hold_on_to_pear|get_hold_of_pear
4248,"['go_past_house', 'take_possession_of_bear']",at some time go past house or when possible take possession of bear,F(go_past_house)|F(take_possession_of_bear)
1334,"['keep_apple', 'drop_pear']",keep apple or drop pear,keep_apple|drop_pear
1311,"['journey_by_flag', 'start_going_to_house']",whenever journey by flag and at some time start going to house,F(journey_by_flag)&F(start_going_to_house)
